Title,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Horror,Musical,Mystery,Romance,Scifi,Short Film,Thriller,Western,fold
Recipe for Murder,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
The Lost Battalion,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Halloween 6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Moon's Our Home,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3
The Wolf of Debt,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Primal Fear,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
Panama Lady,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2
Room to Let,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,3
Dog Jack,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Nerdcore Rising,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
Dante's Inferno,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Let's Go Navy!,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pro and Con,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Perfect Age of Rock 'n' Roll,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Night of the Comet,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
The Response,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Studio Stoops,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3
Bloodhounds of Broadway,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,3
Once Upon a Time in Mexico,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1
Stalag 17,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Forget Paris,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2
The Happy Ending,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Head Above Water,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Death Drug,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Paradise Canyon,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Nickel Ride,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
King of the Ants,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
Jericho/Dark Sands,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
The Spreading Dawn,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Drums of Tahiti,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Julie Johnson,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Angel Rodriguez,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Word is Out: Stories of Some of Our Lives,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
Native Land,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
X Marks the Spot,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
His Royal Highness,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
Break the News,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Scavenger Hunt,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Step Across the Border,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
Crime of Passion,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2
Fuzz Bucket,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"Suddenly, Last Summer",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
Dishonored Lady,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Kung Fu Mummy,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Heckling Hare,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2
Klondike Fever,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3
Morning Light,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Thin Ice,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
The Spoilers,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Adam's Wall,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
How the West Was Fun,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Society Mugs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
Hag in a Black Leather Jacket,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
Hamburger Hill,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Pantry Panic,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
The Enchanted Cottage,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
Inside 9/11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
The Philadelphia Experiment,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1
"Skatetown, U.S.A.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
He Walked by Night,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3
My Fellow Americans,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Death Run,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3
Eskimo Nell,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
What Happened Today...?,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
The Amy Fisher Story,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Wal-Mart: The High Cost of Low Price,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Us,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Woman Called Golda,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Three for the Road,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3
The Spell of the Circus,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
What a crazy world,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Captain January,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,2
The Half-Breed's Way,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3
Avatar,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
Eureka,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
The Losers,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
The Last Frontier,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Smash His Camera,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
The Wrong Arm of the Law,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Nightmare,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
Girl on Approval,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Coons! Night of the Bandits of the Night,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Dense,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Peg of Old Drury,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
The Combination of the Safe,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3
Restaurant,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Big Red One,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
The 957th Day,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
The Boy in Blue,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2
A Foreign Field,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5 Against the House,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Richard Pryor: Live and Smokin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Roger & Me,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
Big Fish,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,3
Seeing Double,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3
Booty and the Beast,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
She's Too Young,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Stranger Inside,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Left Behind II: Tribulation Force,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,2
Submarine Alert,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Mudhoney,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
The Shadow of Hate,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
Anna Lucasta,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
The Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
The One and Only,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Gift,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
Charlie St. Cloud,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
Sucking is a Fine Quality in Women and Vacuum Cleaners,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Uncivil Warriors,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
I Want Candy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Martin,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2
Tiger Shark,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
The Miracle of St. Anne,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3
A Cock and Bull Story,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Heart's Desire,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,3
Long Fliv the King,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
The Hot Rock,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Broken English,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Osuofia in London,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
The Poof Point,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
Sirens,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Star Trek: Of Gods and Men,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
Radio Patrol,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
Pies and Guys,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
My Left Breast,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
The Least Among You,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2
Chopratown,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Festival,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
.357,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,3
Two Down and One to Go,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
The Man Who Saved Christmas,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
Deserted: The Online Microseries,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Vacancy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3
Sapphire,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,2
Miami Vice,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Suburban Commando,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3
The Secret,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
Cast a Dark Shadow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
Three Daring Daughters,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
Goin' Fishin',0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2
The Immigrant,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1
Gone in 60 Seconds,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3
Dark Wings - The Mothman Chronicle,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Heist,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3
Moviola: The Scarlett O'Hara War,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Get Yourself a College Girl,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
Ladyhawke,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Cop,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,2
No Limit,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Kill the Umpire,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
The Miracle of Sound,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
Murder at the Vanities,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2
Christmas in July,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3
Money on the Side,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Trouble,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Casanova Cat,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3
The Gong Show Movie,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Draftee Daffy,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2
Man of the Moment,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3
Strike Up the Band,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
Hollywood Daffy,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
Blind Faith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
Our Spirits Don't Speak English,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
Scared of the Dark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
Corridor of Mirrors,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
The Devil's Mercy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Happy Ever After,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Schweik's New Adventures,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Benefit of the Doubt,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
Indiscretions of Betty,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2
Agent Red,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lady Beware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
The She Creature,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
Full Circle,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
Monte Walsh,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
Get Some,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Love Finds Andy Hardy,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Ike: Countdown to D-Day,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
A Place in the Sun,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2
Fatal Instinct,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Three for All,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
An American Werewolf in London,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Meet the Feebles,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Crazy Love,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
The Hottie and the Nottie,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
A Night in Casablanca,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Jory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Angels with Broken Wings,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Jungle Mystery,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hasty Heart,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Arbor Day,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3
The Plank,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Man with a Cloak,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
In Pursuit,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
The Hillz,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2
Three On A Couch,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Winter Kill,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3
Percy Jackson & the Olympians: Sea of Monsters,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2
A Quiet Day in Belfast,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Unthinkable,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
That Darn Cat!,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1
Running with Scissors,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Cast a Deadly Spell,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
Moonwalker,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Omagh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"Paris, When It Sizzles",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3
Seven Girlfriends,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Return of the Secaucus 7,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,3
Canary Row,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Terror Tract,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Service for Ladies,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
An Act of Murder,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
Trois 3: The Escort,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3
Ingagi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Good Scouts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Shadow Company,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
Jesse Stone: Thin Ice,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
A Pattern of Deceit,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
My Own United States,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Helen Keller in Her Story,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Zombie Planet,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Close Harmony,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
Two for Danger,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Casualties of Love: The Long Island Lolita Story,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2
Necrosis,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Malibu Express,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
Chad Hanna,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3
Possession,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
H2O,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Daffy Duck and Egghead,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
Warhead,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
The Five Pound Man,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
The Runner,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3
SuperTex,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Courage to Care,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
Sherlock Holmes,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
The Great London Mystery,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
Stop-Loss,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Texas Terror,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
Spasms,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
Buffalo Dreams,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
Juarez City of Dreams,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
The Pirates! Band of Misfits,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
Be My Guest,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,3
The Youngest Profession,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
How I Married My High School Crush,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Won by a Neck,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3
The Coffin,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Shadows in Paradise,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Bad Behaviour,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Everybody's Fine,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
The Devil's Disciple,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Treasure Raiders,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Zombies on Broadway,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3
In & Out,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3
Paperhouse,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2
Kim Possible: A Sitch in Time,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A Ship Is Born,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
A Mix Up in Hearts,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2
Maps to the Stars,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Lifeboat,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
The Star Boarder,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2
The Lady and the Reaper,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1
The Barber,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Tarzan,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Ricky 6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
Captain Kronos - Vampire Hunter,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
I Aim at the Stars,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Spies of the Air,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Salome's Last Dance,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1
Mr Love,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Switch,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3
Skid Marks,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Trio,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Tonight We Raid Calais,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The 6th Day,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3
Miss Tulip Stays the Night,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Confessions of a Superhero,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Psst Pink,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2
The Ski Trip,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
Wacky-Bye Baby,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2
White Fawn's Devotion,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Trapped in Paradise,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Cop Game,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hollywood Boulevard,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
A Covenant with Death,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3
Secrets of Sex,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
Barney's Great Adventure,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
The Dukes of Hazzard,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
My Sweet Charlie,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
X-Men,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2
Supershow,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Anderson Tapes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
Fragile,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
The Foundling,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gideon's Day,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"F*** Off, I'm Ginger",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
Young Tom Edison,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Johnny Doesn't Live Here Any More,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3
Trick,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2
For the Love of Rusty,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Ink,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2
The Pixar Story,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Bran Nue Dae,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,2
The Bells Go Down,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Team Queen,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Dames,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,3
Drop Dead Sexy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Baxter,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
